time,x,y,Object
7022605493200,-0.019020025,0.035714522,0
7022608399600,-0.019020025,0.035714522,0
7022613114300,-0.019020025,0.035714522,0
7022633424600,-0.019020025,0.035714522,0
7022636003900,-0.019020025,0.035714522,0
7022645621000,-0.019020025,0.035714522,0
7022664071900,-0.019020025,0.035714522,0
7022675923800,-0.019020025,0.035714522,0
7022678043500,-0.019020025,0.035714522,0
7022695590800,-0.019020025,0.035714522,0
7022700124200,-0.019020025,0.035714522,0
7022713302200,-0.019020025,0.035714522,0
7022727958200,-0.019020025,0.035714522,0
7022743474200,-0.019020025,0.035714522,0
7022745618000,-0.019020025,0.035714522,0
7022761919300,-0.019020025,0.035714522,0
7022768793700,-0.019020025,0.035714522,0
7022778015500,-0.019020025,0.035714522,0
7022795215400,-0.019020025,0.035714522,0
7022811492500,-0.019020025,0.035714522,0
7022813664100,-0.019020025,0.035714522,0
7022822905400,-0.019020025,0.035714522,0
7022833596800,-0.019020025,0.035714522,0
7022846013900,-0.019020025,0.035714522,0
7022855611900,-0.019020025,0.035714522,0
7022867096300,-0.019020025,0.035714522,0
7022879032400,-0.019020025,0.035714522,0
7022888542200,-0.019020025,0.035714522,0
7022899298600,-0.019020025,0.035714522,0
7022911655600,-0.019020025,0.035714522,0
7022922362800,-0.019020025,0.035714522,0
7022932171600,-0.019020025,0.035714522,0
7022944721500,-0.019020025,0.035714522,0
7022954121800,-0.019020025,0.035714522,0
7022970181900,-0.019020025,0.035714522,0
7022986014200,-0.019020025,0.035714522,0
7022988203800,-0.019020025,0.035714522,0
7022998782600,-0.019020025,0.035714522,0
7023010461100,-0.019020025,0.035714522,0
7023020914800,-0.019020025,0.035714522,0
7023036085600,-0.019020025,0.035714522,0
7023043227700,-0.019020025,0.035714522,0
7023053132800,-0.019020025,0.035714522,0
7023064745600,-0.019020025,0.035714522,0
7023077083400,-0.019020025,0.035714522,0
7023087508300,-0.019020025,0.035714522,0
7023100147700,-0.019020025,0.035714522,0
7023108023400,-0.019020025,0.035714522,0
7023130606500,-0.019020025,0.035714522,0
7023132940200,-0.019020025,0.035714522,0
7023146770400,-0.019020025,0.035714522,0
7023161590100,-0.019020025,0.035714522,0
7023163685000,-0.019020025,0.035714522,0
7023176871800,-0.019020025,0.035714522,0
7023185932700,-0.019020025,0.035714522,0
7023196232700,-0.019020025,0.035714522,0
7023207105600,-0.019020025,0.035714522,0
7023223756900,-0.019020025,0.035714522,0
7023239777000,-0.019020025,0.035714522,0
7023241997900,-0.019020025,0.035714522,0
7023256672100,-0.019020025,0.035714522,0
7023262048100,-0.019020025,0.035714522,0
7023273603800,-0.019020025,0.035714522,0
7023288223100,-0.019020025,0.035714522,0
7023296774400,-0.019020025,0.035714522,0
7023306596100,-0.019020025,0.035714522,0
7023317723500,-0.019020025,0.035714522,0
7023329004300,-0.019020025,0.035714522,0
7023339241800,-0.019020025,0.035714522,0
7023365263600,-0.019020025,0.035714522,0
7023367461800,-0.019020025,0.035714522,0
7023372461400,-0.019020025,0.035714522,0
7023383372600,-0.019020025,0.035714522,0
7023398795700,-0.019020025,0.035714522,0
7023412974400,-0.019020025,0.035714522,0
7023416170300,-0.019020025,0.035714522,0
7023429393000,-0.019020025,0.035714522,0
7023439025200,-0.019020025,0.035714522,0
7023449535100,-0.019020025,0.035714522,0
7023460906000,-0.019020025,0.035714522,0
7023475196900,-0.019020025,0.035714522,0
7023482814400,-0.019020025,0.035714522,0
7023493463400,-0.019020025,0.035714522,0
7023507957200,-0.019020025,0.035714522,0
7023515576500,-0.019020025,0.035714522,0
7023526885700,-0.019020025,0.035714522,0
7023537363700,-0.019020025,0.035714522,0
7023554719300,-0.019020025,0.035714522,0
7023559349500,-0.019020025,0.035714522,0
7023570036700,-0.019020025,0.035714522,0
7023586125300,-0.019020025,0.035714522,0
7023593336600,-0.019020025,0.035714522,0
7023616419600,-0.019020025,0.035714522,0
7023618516000,-0.019020025,0.035714522,0
7023625069100,-0.019020025,0.035714522,0
7023636119400,-0.019020025,0.035714522,0
7023647282000,-0.019020025,0.035714522,0
7023663407500,-0.019020025,0.035714522,0
7023677283000,-0.019020025,0.035714522,0
7023680219100,-0.019020025,0.035714522,0
7023691208200,-0.019020025,0.035714522,0
7023709300000,-0.019020025,0.035714522,0
7023713214400,-0.019020025,0.035714522,0
7023724917700,-0.019020025,0.035714522,0
7023740804100,-0.019020025,0.035714522,0
7023746408800,-0.019020025,0.035714522,0
