time,x,y,Object
12804097960600,-0.018678905,0.05181985,0
12804100279000,-0.018509047,0.054474123,0
12804110374600,-0.018383337,0.057637103,0
12804135613000,-0.017727403,0.06864171,0
12804137776800,-0.019164642,0.073392235,0
12804140354200,-0.01928718,0.07314381,0
12804151886900,-0.019850148,0.07214701,0
12804167387700,-0.019998431,0.07114869,0
12804182823000,-0.019996166,0.0709822,0
12804184957900,-0.019831007,0.07048321,0
12804199574600,-0.019590845,0.07015059,0
12804226655400,-0.019472117,0.07006754,0
12804229061400,-0.019274447,0.06981747,0
12804231632800,-0.019313272,0.06973388,0
12804250586200,-0.019274447,0.06981747,0
12804252789100,-0.019352846,0.06981732,0
12804262144600,-0.019313272,0.06973388,0
12804271816700,-0.019235505,0.069901064,0
12804288056000,-0.019314012,0.069900915,0
12804302689500,-0.019313272,0.06973388,0
12804304986000,-0.019274447,0.06981747,0
12804319572300,-0.019314012,0.069900915,0
12804335436100,-0.019314012,0.069900915,0
12804337877300,-0.019313272,0.06973388,0
12804352760900,-0.01935368,0.06998435,0
12804360897700,-0.019314012,0.069900915,0
12804370369500,-0.019313272,0.06973388,0
12804382984800,-0.019313272,0.06973388,0
12804394673300,-0.019314012,0.069900915,0
12804403372100,-0.019274447,0.06981747,0
12804419632400,-0.019314012,0.069900915,0
12804436552100,-0.019314012,0.069900915,0
12804438821600,-0.019274447,0.06981747,0
12804454457100,-0.019314012,0.069900915,0
12804469875800,-0.019274447,0.06981747,0
12804472026200,-0.019352846,0.06981732,0
12804488842000,-0.019274447,0.06981747,0
12804491338600,-0.019313272,0.06973388,0
12804502490800,-0.01935368,0.06998435,0
12804513792300,-0.019274447,0.06981747,0
12804525263700,-0.019313272,0.06973388,0
12804536796900,-0.019314012,0.069900915,0
12804551386600,-0.019313272,0.06973388,0
12804557636400,-0.019352846,0.06981732,0
12804581732200,-0.019352846,0.06981732,0
12804583895400,-0.019352846,0.06981732,0
12804590735700,-0.019274447,0.06981747,0
12804602050400,-0.019314012,0.069900915,0
12804613618300,-0.019314012,0.069900915,0
12804630965700,-0.019274447,0.06981747,0
12804647928700,-0.019352846,0.06981732,0
12804650031500,-0.019235505,0.069901064,0
12804663596500,-0.019313272,0.06973388,0
12804679827400,-0.019352846,0.06981732,0
12804681996500,-0.019275086,0.06998449,0
12804699185700,-0.019352846,0.06981732,0
12804701702700,-0.019352846,0.06981732,0
12804716260700,-0.019314012,0.069900915,0
12804730643700,-0.019352846,0.06981732,0
12804734335600,-0.019274447,0.06981747,0
12804749809500,-0.019314012,0.069900915,0
12804764527600,-0.019313272,0.06973388,0
12804766895900,-0.019274447,0.06981747,0
12804781552400,-0.019391602,0.069733694,0
12804788995400,-0.019313272,0.06973388,0
12804799702600,-0.019274447,0.06981747,0
12804815599300,-0.019314012,0.069900915,0
12804829974900,-0.019274447,0.06981747,0
12804832412200,-0.019313272,0.06973388,0
12804848619700,-0.019314012,0.069900915,0
12804863558900,-0.019274447,0.06981747,0
12804865634100,-0.019313272,0.06973388,0
12804881316200,-0.019352846,0.06981732,0
12804888343800,-0.019313272,0.06973388,0
12804898633500,-0.019274447,0.06981747,0
12804914581400,-0.019313272,0.06973388,0
12804930319700,-0.019314012,0.069900915,0
12804932577000,-0.019313272,0.06973388,0
12804947653400,-0.019352846,0.06981732,0
12804954640300,-0.019314012,0.069900915,0
12804965017700,-0.019314012,0.069900915,0
12804975434000,-0.019352846,0.06981732,0
12804988047000,-0.019314012,0.069900915,0
12804998527500,-0.019314012,0.069900915,0
12805014341800,-0.019274447,0.06981747,0
12805029705000,-0.019314012,0.069900915,0
12805031843500,-0.019392515,0.06990077,0
12805047408900,-0.019274447,0.06981747,0
12805062519500,-0.019352846,0.06981732,0
12805064628300,-0.019314012,0.069900915,0
12805078302600,-0.019352846,0.06981732,0
12805093609800,-0.019314012,0.069900915,0
12805096133100,-0.019314012,0.069900915,0
12805107362500,-0.019275086,0.06998449,0
12805125573100,-0.019314012,0.069900915,0
12805139854600,-0.019314012,0.069900915,0
12805142023200,-0.019195097,0.06948335,0
12805159166600,-0.018922603,0.06889778,0
12805173069900,-0.018922798,0.0687303,0
12805175240000,-0.018693333,0.06822721,0
12805184429000,-0.018541114,0.068059124,0
12805206337000,-0.018427098,0.06797486,0
12805208513400,-0.01854003,0.06822685,0
12805223477100,-0.019000007,0.06973417,0
12805230641200,-0.018999998,0.070068225,0
12805239573800,-0.019520372,0.071317464,0
12805257307800,-0.022329573,0.07615344,0
12805272167300,-0.022740833,0.07671623,0
12805274387900,-0.02672774,0.080607444,0
12805290076000,-0.032938287,0.08519365,0
12805306456800,-0.034110438,0.08608359,0
12805308725000,-0.04124526,0.0912975,0
12805323337500,-0.042375963,0.092005,0
12805330424000,-0.048497546,0.096692294,0
12805338907600,-0.051396552,0.09903939,0
12805354989900,-0.055519074,0.10261129,0
12805370012900,-0.05984441,0.106658205,0
12805372261600,-0.0636435,0.111371696,0
12805388752500,-0.06462379,0.11280372,0
