time,x,y,Object
12542539112900,-0.019041307,0.03679316,0
12542548094100,-0.018903172,0.043021612,0
12542564741900,-0.017919239,0.06629126,0
12542567529700,-0.017715262,0.06931114,0
12542581172000,-0.016160915,0.07558983,0
12542589419500,-0.015649674,0.07664426,0
12542605058100,-0.015382889,0.07590045,0
12542619687700,-0.015429175,0.07581963,0
12542634863600,-0.015474035,0.073928505,0
12542637118200,-0.015543006,0.07244168,0
12542650932500,-0.015469517,0.07227424,0
12542667426000,-0.015340138,0.07160741,0
12542669667300,-0.015179192,0.07160347,0
12542694518300,-0.015187837,0.07143756,0
12542697063600,-0.015152045,0.07135359,0
12542699503200,-0.015152045,0.07135359,0
12542712298000,-0.0150896665,0.07101954,0
12542729503800,-0.014948551,0.07068317,0
12542733049500,-0.014869065,0.07068108,0
12542744293100,-0.014843695,0.07043069,0
12542762765600,-0.014878569,0.070514865,0
12542765330300,-0.014922902,0.070432775,0
12542781053700,-0.014913512,0.070599005,0
12542795572400,-0.014904123,0.07076522,0
12542811987500,-0.014983705,0.07076728,0
12542814203700,-0.0149744805,0.07093343,0
12542824104200,-0.01501892,0.070851386,0
12542843835900,-0.015054247,0.07093547,0
12542846307500,-0.015054247,0.07093547,0
12542853885200,-0.015054247,0.07093547,0
12542865553500,-0.014965296,0.071099505,0
12542875965900,-0.015054247,0.07093547,0
12542886391000,-0.0150896665,0.07101954,0
12542897805900,-0.0149744805,0.07093343,0
12542909312400,-0.015054247,0.07093547,0
12542919851200,-0.015009819,0.071017504,0
12542930403400,-0.015054247,0.07093547,0
12542941926400,-0.015054247,0.07093547,0
12542952453400,-0.015009819,0.071017504,0
12542963649300,-0.015054247,0.07093547,0
12542987968200,-0.015054247,0.07093547,0
12542990248600,-0.01501892,0.070851386,0
12543004908000,-0.0150896665,0.07101954,0
12543007276100,-0.015054247,0.07093547,0
12543023659200,-0.015054247,0.07093547,0
12543038716800,-0.015009819,0.071017504,0
12543040954500,-0.015009819,0.071017504,0
12543059692300,-0.015304069,0.07152347,0
12543062229500,-0.015384466,0.071525395,0
12543077633600,-0.01587826,0.07319412,0
12543087714700,-0.015991634,0.07344447,0
12543098387200,-0.016386634,0.07518327,0
12543108527200,-0.016874656,0.07584852,0
12543117781800,-0.01725542,0.07593576,0
12543130162600,-0.01717031,0.07593468,0
12543139452400,-0.01713364,0.07568796,0
12543155477700,-0.017398322,0.075198084,0
12543163984300,-0.01744213,0.07511632,0
12543173486100,-0.017743573,0.07470766,0
12543189676900,-0.018251002,0.07421651,0
12543198390400,-0.018376514,0.07413459,0
12543206024800,-0.018793065,0.0738055,0
12543222315400,-0.01928718,0.07314381,0
12543238287600,-0.019409807,0.073060766,0
12543240502900,-0.019935282,0.07247837,0
12543249982900,-0.020176638,0.072310835,0
12543271338100,-0.020568248,0.07164298,0
12543273458700,-0.021181663,0.07063703,0
12543288909600,-0.02165076,0.06937826,0
12543297059900,-0.021764483,0.06929281,0
12543305385100,-0.022032479,0.06828402,0
12543315205400,-0.02235075,0.066936016,0
12543330668800,-0.02248241,0.0658404,0
12543338316900,-0.022607848,0.064742744,0
12543354063800,-0.022618612,0.062376376,0
12543369983800,-0.022599226,0.062037975,0
12543372316100,-0.022433909,0.060344096,0
12543389673900,-0.022346975,0.05821976,0
12543392183500,-0.02239289,0.057878874,0
12543404985300,-0.02244503,0.057112157,0
12543422411100,-0.022573842,0.056089185,0
12543432351700,-0.022783298,0.05498074,0
12543438299700,-0.022994187,0.054043405,0
12543455104900,-0.023283105,0.053447444,0
12543458827000,-0.023855478,0.05242872,0
12543473919900,-0.024852948,0.05150272,0
12543488680400,-0.025087187,0.051251546,0
12543492338600,-0.026414186,0.05051048,0
12543505336600,-0.027929746,0.050199296,0
12543513564900,-0.028320683,0.049958058,0
12543525168300,-0.029815901,0.049736828,0
12543535212500,-0.03110931,0.049754977,0
12543557924300,-0.034584586,0.049771782,0
12543561415000,-0.035122365,0.049923345,0
12543568247500,-0.035561144,0.04976487,0
12543580419000,-0.038140748,0.050392374,0
12543599437200,-0.041659635,0.051392324,0
12543601991800,-0.04205401,0.05150917,0
12543617021400,-0.044264857,0.052774105,0
12543633645600,-0.044538002,0.052890327,0
12543635919900,-0.046769522,0.05489324,0
12543657205800,-0.047339007,0.05540117,0
12543665445200,-0.050474774,0.05812573,0
12543667997400,-0.050698105,0.058305293,0
12543682651900,-0.05235283,0.05967692,0
12543689554400,-0.052733175,0.05996588,0
12543701114700,-0.053961053,0.060799785,0
12543714987100,-0.0552055,0.06145721,0
12543731609300,-0.055440754,0.061544083,0
12543733846900,-0.056071017,0.061668698,0
12543748624700,-0.05646602,0.061859477,0
12543756498200,-0.056466334,0.061782204,0
12543768116500,-0.056544706,0.06199019,0
12543778006700,-0.05646188,0.06240188,0
12543794486400,-0.055732474,0.06316219,0
12543799400400,-0.05565036,0.06326404,0
12543816473500,-0.05447737,0.06477117,0
12543831174400,-0.054311167,0.06489618,0
12543833380600,-0.052959263,0.06605074,0
12543843276100,-0.05219819,0.06656611,0
12543857693900,-0.051118877,0.06699847,0
12543866048100,-0.050339237,0.067585036,0
12543882529900,-0.050239377,0.06776743,0
12543898642500,-0.050239075,0.06848037,0
12543900747400,-0.050317824,0.06980935,0
12543916648300,-0.05007528,0.070980415,0
12543931214500,-0.049978197,0.07108361,0
12543933351000,-0.0497212,0.072735794,0
12543942994900,-0.049580358,0.07356493,0
12543955497500,-0.04950387,0.074457616,0
12543965213200,-0.0491971,0.07604065,0
12543982034900,-0.048987612,0.07704285,0
12543998211600,-0.048987612,0.07704285,0
12544000393600,-0.048806995,0.07708618,0
12544015675800,-0.048752885,0.07694053,0
12544031899100,-0.04877086,0.076856956,0
12544034019700,-0.048914135,0.0765848,0
12544051602000,-0.04920371,0.07683209,0
12544054162700,-0.04936649,0.07687172,0
12544067395300,-0.04973043,0.077178195,0
12544083614200,-0.051105917,0.07801373,0
12544086116200,-0.051105917,0.07801373,0
12544100183800,-0.051715903,0.07714155,0
12544108088600,-0.051887915,0.076700255,0
12544130778600,-0.052058868,0.075784184,0
12544132983400,-0.05222065,0.07383995,0
12544148665500,-0.05218508,0.07353255,0
