time,x,y,Object
2599285649638500,11.017672,0.49856734,0
2599285668598600,10.895325,1.5599787,0
2599285686157900,10.749308,2.9658654,0
2599285703785200,10.583357,4.3581066,0
2599285717719600,10.460218,4.8289714,0
2599285731859200,10.4387865,4.8756614,0
2599285749145200,10.456844,4.7814946,0
2599285767618600,10.516674,4.5936337,0
2599285785393200,10.592076,4.421671,0
2599285802549200,10.613836,4.343073,0
2599285818670000,10.620529,4.327413,0
2599285836719600,10.61023,4.295458,0
2599285852534900,10.605105,4.279489,0
2599285870490200,10.605105,4.279481,0
2599285887421800,10.605105,4.2794843,0
2599285904055700,10.605105,4.2794785,0
2599285918875600,10.605105,4.2794824,0
2599285934408400,10.605105,4.2794795,0
2599285952481000,10.605105,4.279484,0
2599285968874800,10.605105,4.2794847,0
2599285986536500,10.605105,4.279478,0
2599286001078600,10.605105,4.279482,0
2599286017894900,10.605105,4.279479,0
2599286036587000,10.605105,4.2794776,0
2599286050230800,10.605105,4.279477,0
2599286064026700,10.605105,4.2794776,0
2599286077792700,10.605105,4.279476,0
2599286091850000,10.605105,4.279476,0
2599286107852300,10.605105,4.27951,0
2599286123545000,10.605105,4.2794757,0
2599286138835600,10.605105,4.279479,0
2599286165861500,10.605105,4.2796235,0
2599286188426100,10.605105,4.279508,0
2599286212629100,10.605105,4.2795067,0
2599286237250600,10.605105,4.2795043,0
2599286255323900,10.605105,4.279485,0
2599286272550600,10.605105,4.2794847,0
2599286288905900,10.5984125,4.2951474,0
2599286304080300,10.5984125,4.2951484,0
2599286319986100,10.5984125,4.29515,0
2599286336655000,10.5984125,4.295147,0
2599286353140300,10.5984125,4.2951503,0
2599286368548400,10.5984125,4.2951465,0
2599286383868000,10.5984125,4.295149,0
2599286400565600,10.5984125,4.295152,0
2599286417006500,10.5984125,4.29515,0
2599286433195900,10.5984125,4.2951517,0
2599286448597300,10.5984125,4.295153,0
2599286464107300,10.5984125,4.2951493,0
2599286480351800,10.5984125,4.295154,0
2599286493575700,10.5917015,4.3108172,0
2599286508869200,10.5917015,4.310817,0
2599286525285700,10.5917015,4.3108196,0
2599286541454500,10.584974,4.326496,0
2599286557346200,10.544271,4.4203753,0
2599286572467600,10.544271,4.4203787,0
2599286589291800,10.544271,4.420384,0
2599286606339100,10.509909,4.49854,0
2599286621396800,10.482125,4.560994,0
2599286635220900,10.454084,4.623397,0
2599286650638900,10.411536,4.7169113,0
2599286665322200,10.368412,4.810255,0
2599286685652400,10.287849,4.9810576,0
2599286706798500,10.187672,5.213437,0
2599286724517800,10.120902,5.3993044,0
2599286740817000,10.147821,5.6358333,0
2599286755254500,10.250872,5.9691987,0
2599286772423100,10.418762,6.3823013,0
2599286789218500,10.721199,6.782107,0
2599286805748700,11.042596,7.0541987,0
2599286831594700,11.519244,7.369487,0
2599286851284400,11.807995,7.461952,0
2599286873618300,12.053132,7.5212855,0
2599286893618800,12.219908,7.518608,0
2599286910345800,12.291023,7.4558587,0
2599286924743600,12.343984,7.362578,0
2599286939854700,12.393589,7.2385035,0
2599286953827100,12.448205,7.0986814,0
2599286972775200,12.48404,6.9282775,0
2599286991844200,12.481175,6.8202715,0
2599287007212300,12.4724865,6.805025,0
2599287021948900,12.45515,6.774505,0
2599287036703700,12.412093,6.6981015,0
2599287056991400,12.300604,6.6537056,0
2599287072656200,12.1922035,6.6398053,0
2599287088683500,12.080078,6.672135,0
2599287110437000,11.942363,6.7662816,0
2599287132512800,11.817311,6.8598332,0
2599287152959300,11.711853,6.9374175,0
2599287173882200,11.589688,6.983598,0
2599287190061000,11.473732,7.013898,0
2599287204287200,11.343089,7.0745654,0
2599287217467900,11.181762,7.0722947,0
2599287230885600,10.975782,7.1301165,0
2599287244029200,10.708996,7.184667,0
